Plate,Well,Part,Plasmid,Resistance,Well Status,Type,Sequencing,Short Description,Genbank File,Comments,Source,Subparts
Plate 2,21K,BBa_K929002,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""modified AID with CMV and hGH-polyA""",https://synbiohub.org/public/igem/BBa_K929002/1/gb,,iGEM12_Potsdam_Bioware,1
Plate 2,21L,BBa_I6108,pSB1C3,chloramphenicol,OK,Measurement,Inconsistent(A),"""Promoter O_H Test R0080.E0430""",https://synbiohub.org/public/igem/BBa_I6108/1/gb,,iGEM12_Potsdam_Bioware,5
Plate 2,21M,BBa_K864680,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""tetM""",https://synbiohub.org/public/igem/BBa_K864680/1/gb,,iGEM12_Uppsala,1
Plate 2,21N,BBa_I6207,pSB1C3,chloramphenicol,OK,Measurement,Confirmed(A),"""Promoter O_H Test R0079.E0432""",https://synbiohub.org/public/igem/BBa_I6207/1/gb,,iGEM12_Uppsala,5
Plate 2,21O,BBa_K864444,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""RFP-Linker-SYFP2""",https://synbiohub.org/public/igem/BBa_K864444/1/gb,"""Visually confirmed  red on plate""",iGEM12_Uppsala,1
Plate 2,21P,BBa_I6211,pSB1C3,chloramphenicol,OK,Measurement,Confirmed(A),"""Promoter O_H Test R0083.E0432""",https://synbiohub.org/public/igem/BBa_I6211/1/gb,,iGEM12_Uppsala,5
Plate 2,22A,BBa_K876063,pSB1C3,chloramphenicol,OK,Intermediate,Long part(A),"""luxI-RBS-YFP-Term-Term""",https://synbiohub.org/public/igem/BBa_K876063/1/gb,,iGEM12_UT_Dallas,5
Plate 2,22B,BBa_B0030,pSB1C3,chloramphenicol,OK,RBS,Single error(A),"""RBS.1 (strong) -- modified from R. Weiss""",https://synbiohub.org/public/igem/BBa_B0030/1/gb,,iGEM12_UT_Dallas,1
Plate 2,22C,BBa_K876067,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""Term-Term-pLac-LuxR""",https://synbiohub.org/public/igem/BBa_K876067/1/gb,,iGEM12_UT_Dallas,4
Plate 2,22D,BBa_J44001,pSB1C3,chloramphenicol,OK,RBS,Single error(A),"""Reverse RBS (RBS<sub>rev</sub>)  -- corresponds to BBa_B0030""",https://synbiohub.org/public/igem/BBa_J44001/1/gb,,iGEM12_UT_Dallas,1
Plate 2,22E,BBa_K876068,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""Term-Term-pLsrA-LacI""",https://synbiohub.org/public/igem/BBa_K876068/1/gb,,iGEM12_UT_Dallas,4
Plate 2,22F,BBa_J63008,pSB1C3,chloramphenicol,OK,Tag,Confirmed(A),"""SV40 nuclear localization sequence from SV40; yeast codon optimized""",https://synbiohub.org/public/igem/BBa_J63008/1/gb,,iGEM12_UT_Dallas,1
Plate 2,22G,BBa_K876073,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""pTetR-LasR-Term-Term-pLasR-LuxS-RBS-CFP-Term-Term-pLuxR-TetR""",https://synbiohub.org/public/igem/BBa_K876073/1/gb,,iGEM12_UT_Dallas,12
Plate 2,22H,BBa_S03518,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""B0034:C0040""",https://synbiohub.org/public/igem/BBa_S03518/1/gb,,iGEM12_UT_Dallas,2
Plate 2,22I,BBa_K737005,pSB1C3,chloramphenicol,OK,Generator,Bad Sequencing(A),"""Inducible GVPC Generator """,https://synbiohub.org/public/igem/BBa_K737005/1/gb,,iGEM12_OUC-China,12
Plate 2,22J,BBa_J24679,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""RBS + LacI""",https://synbiohub.org/public/igem/BBa_J24679/1/gb,,iGEM12_OUC-China,2
Plate 2,22K,BBa_K737007,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""Constitutive GVPC Generator """,https://synbiohub.org/public/igem/BBa_K737007/1/gb,,iGEM12_OUC-China,7
Plate 2,22L,BBa_J09855,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""Constitutive luxR device with pLuxR""",https://synbiohub.org/public/igem/BBa_J09855/1/gb,,iGEM12_OUC-China,6
Plate 2,22M,BBa_K952003,pSB1C3,chloramphenicol,OK,Intermediate,Long part(A),"""B0034-YF1-B0034-FixJ-PfixK2-amilGFP""",https://synbiohub.org/public/igem/BBa_K952003/1/gb,"""Part submitted 10/3/12 in shipment 01717""",iGEM12_Columbia-Cooper-NYC,6
Plate 2,22N,BBa_I13458,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""promoter C and arabinose C operon""",https://synbiohub.org/public/igem/BBa_I13458/1/gb,,iGEM12_Columbia-Cooper-NYC,1
Plate 2,22O,BBa_K737051,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""IPTG inducible GFP Generator""",https://synbiohub.org/public/igem/BBa_K737051/1/gb,,iGEM12_OUC-China,10
Plate 2,22P,BBa_J01003,pSB1C3,chloramphenicol,OK,Conjugation,Confirmed(A),"""OriT-R (Origin of transfer for the R-plasmid nic region)""",https://synbiohub.org/public/igem/BBa_J01003/1/gb,,iGEM12_OUC-China,1
Plate 2,23A,BBa_K917014,pSB1C3,chloramphenicol,OK,Generator,Long part(A),"""pLac promoter plus S. oneidensis tetraheme cytochrome c cymA""",https://synbiohub.org/public/igem/BBa_K917014/1/gb,,iGEM12_Edinburgh,2
Plate 2,23B,BBa_E0240,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""GFP generator""",https://synbiohub.org/public/igem/BBa_E0240/1/gb,,iGEM12_Edinburgh,4
Plate 2,23C,BBa_K953002,pSB1C3,chloramphenicol,OK,Translational_Unit,Long part(A),"""Agrobacterium tumefaciens Bacteriophytochrome with RBS (E. coli Codon Optimised)""",https://synbiohub.org/public/igem/BBa_K953002/1/gb,,iGEM12_Macquarie_Australia,1
Plate 2,23D,BBa_E0840,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""GFP generator""",https://synbiohub.org/public/igem/BBa_E0840/1/gb,,iGEM12_Macquarie_Australia,4
Plate 2,23E,BBa_K838001,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""LovTAP readout""",https://synbiohub.org/public/igem/BBa_K838001/1/gb,,iGEM12_EPF-Lausanne,1
Plate 2,23F,BBa_S01003,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""R0062.E0422""",https://synbiohub.org/public/igem/BBa_S01003/1/gb,,iGEM12_EPF-Lausanne,5
Plate 2,23G,BBa_K805011,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""Cel5A  endoglucanases""",https://synbiohub.org/public/igem/BBa_K805011/1/gb,,iGEM12_HUST-China,1
Plate 2,23H,BBa_S01002,pSB1C3,chloramphenicol,OK,Intermediate,Inconsistent(A),"""R0071.E0422""",https://synbiohub.org/public/igem/BBa_S01002/1/gb,,iGEM12_HUST-China,5
Plate 2,23I,BBa_K737004,pSB1C3,chloramphenicol,OK,Generator,Inconsistent(A),"""Inducible GVPA Generator """,https://synbiohub.org/public/igem/BBa_K737004/1/gb,,iGEM12_OUC-China,12
Plate 2,23J,BBa_C0261,pSB1C3,chloramphenicol,OK,Translational_Unit,Inconsistent(A),"""AHL-making Enzyme  luxI (+RBS)""",https://synbiohub.org/public/igem/BBa_C0261/1/gb,,Antiquity,2
Plate 2,23K,BBa_K909008,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""tetR-DBD-UVR8 fusion protein""",https://synbiohub.org/public/igem/BBa_K909008/1/gb,,iGEM12_ETH_Zurich,1
Plate 2,23L,BBa_I9026,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""rhlI translational unit""",https://synbiohub.org/public/igem/BBa_I9026/1/gb,,iGEM12_ETH_Zurich,2
Plate 2,23O,BBa_J04450,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""RFP Coding Device""",https://synbiohub.org/public/igem/BBa_J04450/1/gb,,iGEM12_ETH_Zurich,5
Plate 2,23P,BBa_J04450,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""RFP Coding Device""",https://synbiohub.org/public/igem/BBa_J04450/1/gb,,iGEM12_ETH_Zurich,5
Plate 2,24B,BBa_I732007,pSB1C3,chloramphenicol,OK,DNA,Confirmed(A),"""BglII + BamHI""",https://synbiohub.org/public/igem/BBa_I732007/1/gb,,iGEM07_USTC,1
Plate 2,24D,BBa_I732101,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""LRLa""",https://synbiohub.org/public/igem/BBa_I732101/1/gb,,iGEM07_USTC,1
Plate 2,24F,BBa_I715022,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Amino Portion of RFP""",https://synbiohub.org/public/igem/BBa_I715022/1/gb,,iGEM07_Davidson_Missouri_W,1
Plate 2,24H,BBa_I746104,pSB1C3,chloramphenicol,OK,Regulatory,Inconsistent(A),"""P2 promoter in agr operon from S. aureus""",https://synbiohub.org/public/igem/BBa_I746104/1/gb,,iGEM07_Cambridge,1
Plate 2,24J,BBa_I714033,pSB1C3,chloramphenicol,OK,RNA,Confirmed(A),"""crRNA-lock3-var1  (A new ""lock"" designed by our team)""",https://synbiohub.org/public/igem/BBa_I714033/1/gb,,iGEM07_Peking,1
Plate 2,24L,BBa_I763007,pSB1C3,chloramphenicol,OK,Reporter,Inconsistent(A),"""promoter lambda (cI regulated) with RFP reporter """,https://synbiohub.org/public/igem/BBa_I763007/1/gb,,iGEM07_Bologna,5
Plate 2,24O,BBa_J04450,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""RFP Coding Device""",https://synbiohub.org/public/igem/BBa_J04450/1/gb,,iGEM2005,5
Plate 2,24P,BBa_J04450,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""RFP Coding Device""",https://synbiohub.org/public/igem/BBa_J04450/1/gb,,iGEM2005,5
Plate 3,1A,BBa_I716155,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""hemD""",https://synbiohub.org/public/igem/BBa_I716155/1/gb,,iGEM07_Berkeley_UC,1
Plate 3,1B,BBa_S0105,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""B0034.C0053""",https://synbiohub.org/public/igem/BBa_S0105/1/gb,,Antiquity,2
Plate 3,1C,BBa_I718017,pSB1C3,chloramphenicol,OK,DNA,Confirmed(A),"""lox71""",https://synbiohub.org/public/igem/BBa_I718017/1/gb,,iGEM07_Paris,1
Plate 3,1D,BBa_I13401,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""GFP reporter for RHS of library test constructs""",https://synbiohub.org/public/igem/BBa_I13401/1/gb,,MIT,3
Plate 3,1E,BBa_I742101,pSB1C3,chloramphenicol,OK,DNA,Confirmed(A),"""dif site with forward orientation""",https://synbiohub.org/public/igem/BBa_I742101/1/gb,,iGEM07_Edinburgh,1
Plate 3,1F,BBa_I732020,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""lacZ alpha (fragment RBS+ TERM+)""",https://synbiohub.org/public/igem/BBa_I732020/1/gb,,iGEM07_USTC,4
Plate 3,1G,BBa_I742102,pSB1C3,chloramphenicol,OK,DNA,Confirmed(A),"""dif site with reverse orientation""",https://synbiohub.org/public/igem/BBa_I742102/1/gb,,iGEM07_Edinburgh,1
Plate 3,1H,BBa_C2001,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Zif23-GCN4 engineered repressor (+LVA  C2000 codon-optimized for E.coli)""",https://synbiohub.org/public/igem/BBa_C2001/1/gb,,Antiquity,1
Plate 3,1I,BBa_I742158,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""crtZ (beta-carotene hydroxylase) with native rbs""",https://synbiohub.org/public/igem/BBa_I742158/1/gb,,iGEM07_Edinburgh,2
Plate 3,1J,BBa_Q04530,pSB1C3,chloramphenicol,OK,Inverter,Confirmed(A),"""QPI (B0034.C0053.B0015.R0053)""",https://synbiohub.org/public/igem/BBa_Q04530/1/gb,,Antiquity,5
Plate 3,1K,BBa_I741018,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""Right facing promoter (for xylF) controlled by xylR and CRP-cAMP""",https://synbiohub.org/public/igem/BBa_I741018/1/gb,,iGEM07_Penn_State,1
Plate 3,1L,BBa_I14018,pSB1C3,chloramphenicol,OK,Regulatory,Inconsistent(A),"""P(Bla)""",https://synbiohub.org/public/igem/BBa_I14018/1/gb,,Antiquity,1
Plate 3,1M,BBa_I741005,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""XylR Transcriptional Regulator Right Facing""",https://synbiohub.org/public/igem/BBa_I741005/1/gb,,iGEM07_Penn_State,1
Plate 3,1N,BBa_I6116,pSB1C3,chloramphenicol,OK,Measurement,Inconsistent(A),"""R0077.E0030.B0015""",https://synbiohub.org/public/igem/BBa_I6116/1/gb,,Antiquity,4
Plate 3,1O,BBa_C2006,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""MalE.FactorXa.Zif268-GCN4""",https://synbiohub.org/public/igem/BBa_C2006/1/gb,,iGEM2006_Bangalore,1
Plate 3,1P,BBa_S03724,pSB1C3,chloramphenicol,OK,Intermediate,Inconsistent(A),"""B0015:S03708""",https://synbiohub.org/public/igem/BBa_S03724/1/gb,,MIT,7
Plate 3,2A,BBa_K118003,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""crtI coding sequence encoding phytoene dehydrogenase""",https://synbiohub.org/public/igem/BBa_K118003/1/gb,,iGEM08_Edinburgh,1
Plate 3,2B,BBa_K525305,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""Fusion Protein of S-Layer SgsE and mCitrine""",https://synbiohub.org/public/igem/BBa_K525305/1/gb,,iGEM11_Bielefeld-Germany,1
Plate 3,2C,BBa_K118017,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""rbs+glgC (ADP-glucose pyrophosphorylase)""",https://synbiohub.org/public/igem/BBa_K118017/1/gb,,iGEM08_Edinburgh,2
Plate 3,2D,BBa_K525306,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""Fusion Protein of S-Layer SgsE and mCerulean""",https://synbiohub.org/public/igem/BBa_K525306/1/gb,,iGEM11_Bielefeld-Germany,1
Plate 3,2E,BBa_K118018,pSB1C3,chloramphenicol,OK,Translational_Unit,Bad Sequencing(A),"""rbs+glgC16 (glgC with G336D substitution)""",https://synbiohub.org/public/igem/BBa_K118018/1/gb,,iGEM08_Edinburgh,2
Plate 3,2F,BBa_K525404,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""Fusion Protein of S-Layer SbpA and mCherry RFP""",https://synbiohub.org/public/igem/BBa_K525404/1/gb,,iGEM11_Bielefeld-Germany,1
Plate 3,2G,BBa_P0412,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""PoPS -> LacI   [S0150]""",https://synbiohub.org/public/igem/BBa_P0412/1/gb,,iGEM11_Bielefeld-Germany,4
Plate 3,2H,BBa_K525406,pSB1C3,chloramphenicol,OK,Composite,Long part(A),""" Fusion Protein of S-Layer SbpA and mCerulean """,https://synbiohub.org/public/igem/BBa_K525406/1/gb,,iGEM11_Bielefeld-Germany,1
Plate 3,2I,BBa_C0056,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""cI repressor from phage 434 (no LVA)""",https://synbiohub.org/public/igem/BBa_C0056/1/gb,,iGEM11_Bielefeld-Germany,1
Plate 3,2J,BBa_K592011,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""cjBlue  green chromoprotein""",https://synbiohub.org/public/igem/BBa_K592011/1/gb,,iGEM11_Uppsala-Sweden,1
Plate 3,2K,BBa_I1466,pSB1C3,chloramphenicol,OK,Signalling,Confirmed(A),"""RhlR protein generator (LVA-)""",https://synbiohub.org/public/igem/BBa_I1466/1/gb,,iGEM11_Uppsala-Sweden,4
Plate 3,2L,BBa_K592011,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""cjBlue  green chromoprotein""",https://synbiohub.org/public/igem/BBa_K592011/1/gb,,iGEM11_Uppsala-Sweden,1
Plate 3,2M,BBa_I732820,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""LacI (RBS+  TERM+)""",https://synbiohub.org/public/igem/BBa_I732820/1/gb,,iGEM07_USTC,4
Plate 3,2N,BBa_K592101,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Yellow Fluorescent Protein (YFP)""",https://synbiohub.org/public/igem/BBa_K592101/1/gb,"""Sequence verified before cloning into pSB1C3""",iGEM11_Uppsala-Sweden,1
Plate 3,2O,BBa_I732094,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""Promoter Activity Reporter (LacZ-alpha and GFP-AAV)""",https://synbiohub.org/public/igem/BBa_I732094/1/gb,,iGEM07_USTC,7
Plate 3,2P,BBa_K648013,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""GFP with Standard 25 Prefix/Suffix """,https://synbiohub.org/public/igem/BBa_K648013/1/gb,,iGEM11_Penn_State,1
Plate 3,3A,BBa_I742107,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""COMT""",https://synbiohub.org/public/igem/BBa_I742107/1/gb,,iGEM07_Edinburgh,1
Plate 3,3B,BBa_S03881,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""I14016:S03873""",https://synbiohub.org/public/igem/BBa_S03881/1/gb,,iGEM2006_Toronto,3
Plate 3,3C,BBa_J22101,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Lac Y gene""",https://synbiohub.org/public/igem/BBa_J22101/1/gb,,iGEM2006_Bangalore,1
Plate 3,3D,BBa_S03889,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""R0062:S03873""",https://synbiohub.org/public/igem/BBa_S03889/1/gb,,iGEM2006_Toronto,3
Plate 3,3E,BBa_J33204,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""xylE reporter gene with rbs""",https://synbiohub.org/public/igem/BBa_J33204/1/gb,,iGEM2006_Edinburgh,1
Plate 3,3F,BBa_S03184,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""B0015.I6108""",https://synbiohub.org/public/igem/BBa_S03184/1/gb,,Antiquity,7
Plate 3,3G,BBa_R0010,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""promoter (lacI regulated)""",https://synbiohub.org/public/igem/BBa_R0010/1/gb,,Antiquity,1
Plate 3,3H,BBa_I1468,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""CinR protein generator """,https://synbiohub.org/public/igem/BBa_I1468/1/gb,,Antiquity,4
Plate 3,3I,BBa_I715019,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""Amino Half of GFP (aka GFP1)""",https://synbiohub.org/public/igem/BBa_I715019/1/gb,,iGEM07_Davidson_Missouri_W,1
Plate 3,3J,BBa_J52019,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""dnTraf6""",https://synbiohub.org/public/igem/BBa_J52019/1/gb,,iGEM2006_Slovenia,1
Plate 3,3K,BBa_J61046,pSB1C3,chloramphenicol,OK,DNA,Confirmed(A),"""[Lox] site for recombination""",https://synbiohub.org/public/igem/BBa_J61046/1/gb,,Arkin,1
Plate 3,3L,BBa_J45397,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""RBS + BAT2 + RBS""",https://synbiohub.org/public/igem/BBa_J45397/1/gb,,iGEM2006_MIT,3
Plate 3,3M,BBa_J33203,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""E. coli ars promoter  arsR gene and lacZ""",https://synbiohub.org/public/igem/BBa_J33203/1/gb,,iGEM2006_Edinburgh,2
Plate 3,3N,BBa_S03591,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""AraCPCrev : TT""",https://synbiohub.org/public/igem/BBa_S03591/1/gb,,iGEM2006_Davidson,3
Plate 3,3O,BBa_F2620,pSB1C3,chloramphenicol,OK,Signalling,Confirmed(A),"""3OC<sub>6</sub>HSL -> PoPS Receiver""",https://synbiohub.org/public/igem/BBa_F2620/1/gb,"""Registry Update -> BB_Barry Box 1""",MIT,6
Plate 3,3P,BBa_S03650,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""B0100:B0015""",https://synbiohub.org/public/igem/BBa_S03650/1/gb,,T7.2,3
Plate 3,4A,BBa_I732006,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""lacZ alpha fragment""",https://synbiohub.org/public/igem/BBa_I732006/1/gb,,iGEM07_USTC,1
Plate 3,4B,BBa_J23111,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""constitutive promoter family member""",https://synbiohub.org/public/igem/BBa_J23111/1/gb,,iGEM13_BostonU,1
Plate 3,4C,BBa_I732085,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""Tet repressor generator (version1  TERM+)""",https://synbiohub.org/public/igem/BBa_I732085/1/gb,,iGEM07_USTC,3
Plate 3,4D,BBa_J23108,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""constitutive promoter family member """,https://synbiohub.org/public/igem/BBa_J23108/1/gb,,iGEM13_BostonU,1
Plate 3,4E,BBa_B0015,pSB1C3,chloramphenicol,OK,Terminator,Confirmed(A),"""double terminator (B0010-B0012)""",https://synbiohub.org/public/igem/BBa_B0015/1/gb,,iGEM13_BostonU,2
Plate 3,4F,BBa_J23109,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""constitutive promoter family member """,https://synbiohub.org/public/igem/BBa_J23109/1/gb,,iGEM13_BostonU,1
Plate 3,4G,BBa_J52028,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""green fluorescent protein derived from A. victoria GFP (SwissProt: P42212) with PEST191 tag""",https://synbiohub.org/public/igem/BBa_J52028/1/gb,,iGEM13_BostonU,1
Plate 3,4H,BBa_B0030,pSB1C3,chloramphenicol,OK,RBS,Confirmed(A),"""RBS.1 (strong) -- modified from R. Weiss""",https://synbiohub.org/public/igem/BBa_B0030/1/gb,,iGEM13_BostonU,1
Plate 3,4I,BBa_J52008,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),""" luciferase: luciferin 2-monooxygenase from Renilla reniformis (EC 1.13.12.5; SwissProt:: P27652)""",https://synbiohub.org/public/igem/BBa_J52008/1/gb,,iGEM13_BostonU,1
Plate 3,4J,BBa_K1188002,pSB1C3,chloramphenicol,OK,Tag,Confirmed(A),"""RTX - Calcium Binding Protein""",https://synbiohub.org/public/igem/BBa_K1188002/1/gb,,iGEM13_CU-Boulder,1
Plate 3,4K,BBa_J32015,pSB1C3,chloramphenicol,OK,Tag,Confirmed(A),"""PelB leader sequence; directs protein to E. coli periplasmic membrane""",https://synbiohub.org/public/igem/BBa_J32015/1/gb,,iGEM13_CU-Boulder,1
Plate 3,4L,BBa_K1218003,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""CRISPR CasA E. coli (Modern)""",https://synbiohub.org/public/igem/BBa_K1218003/1/gb,,iGEM13_Stanford-Brown,1
Plate 3,4M,BBa_S03506,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""B0034:J32004""",https://synbiohub.org/public/igem/BBa_S03506/1/gb,,iGEM13_Stanford-Brown,2
Plate 3,4N,BBa_K1218011,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""Cas9""",https://synbiohub.org/public/igem/BBa_K1218011/1/gb,,iGEM13_Stanford-Brown,1
Plate 3,4O,BBa_B1003,pSB1C3,chloramphenicol,OK,Terminator,Confirmed(A),"""Terminator (artificial  small  %T~=80)""",https://synbiohub.org/public/igem/BBa_B1003/1/gb,,Knight,1
Plate 3,4P,BBa_K1184000,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""KillerRed""",https://synbiohub.org/public/igem/BBa_K1184000/1/gb,,iGEM13_Carnegie_Mellon,1
Plate 3,5A,BBa_I13973,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""c1 promoter + YFP-aav reporter device""",https://synbiohub.org/public/igem/BBa_I13973/1/gb,"""Registry Update -> BB_Josh Box 1""",iGEM13_Carnegie_Mellon,5
Plate 3,5B,BBa_S03653,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""E0042:S03650""",https://synbiohub.org/public/igem/BBa_S03653/1/gb,,iGEM13_Carnegie_Mellon,4
Plate 3,5C,BBa_B0017,pSB1C3,chloramphenicol,OK,Terminator,Confirmed(A),"""double terminator (B0010-B0010)""",https://synbiohub.org/public/igem/BBa_B0017/1/gb,"""MIT Distribution 4.04 -> BioBricks 1""",iGEM13_Carnegie_Mellon,2
Plate 3,5D,BBa_J04771,pSB1C3,chloramphenicol,OK,Device,Confirmed(A),"""BBa_J04700 (ForAptRibo) Riboswitch with BBa_J04671 (EYFP  RBS-  LVA+  B0015)""",https://synbiohub.org/public/igem/BBa_J04771/1/gb,,iGEM2005,4
Plate 3,5E,BBa_B0021,pSB1C3,chloramphenicol,OK,Terminator,Confirmed(A),"""LuxICDABEG (+/-)  reversed""",https://synbiohub.org/public/igem/BBa_B0021/1/gb,"""MIT Distribution 4.04 -> BioBricks 1""",Antiquity,1
Plate 3,5F,BBa_J04871,pSB1C3,chloramphenicol,OK,Device,Confirmed(A),"""BBa_J04800 (RevAptRibo) Riboswitch with BBa_J04671 (EYFP  RBS-  LVA+  B0015)""",https://synbiohub.org/public/igem/BBa_J04871/1/gb,,iGEM2005,4
Plate 3,5G,BBa_I13521,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""Ptet mRFP""",https://synbiohub.org/public/igem/BBa_I13521/1/gb,"""Registry Update -> Box 5""",MIT,5
Plate 3,5H,BBa_J04971,pSB1C3,chloramphenicol,OK,Device,Confirmed(A),"""BBa_J04900 (3AptRibo) Riboswitch with BBa_J04671 (EYFP  RBS-  LVA+  B0015)""",https://synbiohub.org/public/igem/BBa_J04971/1/gb,,iGEM2005,4
Plate 3,5I,BBa_I13522,pSB1C3,chloramphenicol,OK,Reporter,Inconsistent(A),"""pTet GFP""",https://synbiohub.org/public/igem/BBa_I13522/1/gb,"""Registry Update -> Box 8""",MIT,5
Plate 3,5J,BBa_I13535,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""Test construct for screening plasmid""",https://synbiohub.org/public/igem/BBa_I13535/1/gb,,MIT,3
Plate 3,5K,BBa_C0171,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""rhlR repressor/activator from P. aeruginosa PA3477 (no LVA)""",https://synbiohub.org/public/igem/BBa_C0171/1/gb,"""Registry Update -> Jen-1""",Antiquity,1
Plate 3,5L,BBa_I732821,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""LRLa (RBS+  TERM+)""",https://synbiohub.org/public/igem/BBa_I732821/1/gb,,iGEM07_USTC,4
Plate 3,5M,BBa_C0179,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""lasR activator from P. aeruginosa PAO1(no LVA)""",https://synbiohub.org/public/igem/BBa_C0179/1/gb,"""Registry Update -> Jen-1""",Antiquity,1
Plate 3,5N,BBa_I732830,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""ARL2A0203 (RBS+  TERM+)""",https://synbiohub.org/public/igem/BBa_I732830/1/gb,,iGEM07_USTC,4
Plate 3,5O,BBa_C0161,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""autoinducer synthetase for AHL (no LVA)""",https://synbiohub.org/public/igem/BBa_C0161/1/gb,"""Registry Update -> Jen-Box 3""",Antiquity,1
